"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"606","RT @iam_str: Compared to Hollywood obviously the graphics can't match but hatts off to @soundaryaarajni for making this possible..can fores…",FALSE,0,NA,2014-05-28 03:09:11,FALSE,NA,"471488324540968960",NA,"web","mouli1997",131,TRUE,FALSE,NA,NA
"607","RT @Kadavul_Rajni: ரஜினிக்கு ரஜினி தான் போட்டி.
யாரும்...கிட்ட கூட வர முடியாது.
@soundaryaarajni @superstarrajini @RIAZtheboss @arrahman ht…",FALSE,0,NA,2014-05-28 03:04:13,FALSE,NA,"471487076014120962",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",8,TRUE,FALSE,NA,NA
"608","RT @RealSanjayK: Very true!! @Kochadaiiyaan @soundaryaarajni @superstarRajini @RajiniFC #MyCreation :) http://t.co/bzOE8xJnOd",FALSE,0,NA,2014-05-28 03:03:27,FALSE,NA,"471486884015640578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jhonahere",7,TRUE,FALSE,NA,NA
"609","#kochadaiiyan amazing movie.. 2nd off super..... @soundaryaarajni @superstarrajini @realsarathkumar",FALSE,1,NA,2014-05-28 03:03:11,FALSE,NA,"471486816105680896",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","Ramanathanjc",0,FALSE,FALSE,NA,NA
"610","@soundaryaarajni #kochadaiiyaan excellent motion capturing great attempt .i m sure u ll giv a movie lik avatar in ur upcomng yrs.",FALSE,1,"soundaryaarajni",2014-05-28 03:02:18,FALSE,NA,"471486594021466113","400636503","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","ashwinr1210",0,FALSE,FALSE,NA,NA
"611","@soundaryaarajni KUDOS to an achievement #Kochadaiiyaan.Your dream to success amidst all the strife is well deserved.luk 4ward 2 more dreams",FALSE,1,"soundaryaarajni",2014-05-28 03:00:53,FALSE,NA,"471486238264811520","400636503","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gautamkurup",0,FALSE,FALSE,NA,NA
"612","ரஜினிக்கு ரஜினி தான் போட்டி.
யாரும்...கிட்ட கூட வர முடியாது.
@soundaryaarajni @superstarrajini @RIAZtheboss @arrahman http://t.co/VGszgijfyC",FALSE,8,NA,2014-05-28 02:58:55,FALSE,NA,"471485740640006146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",8,FALSE,FALSE,NA,NA
"613","@soundaryaarajni please make the sequel we fans are sure waiting..........",FALSE,0,"soundaryaarajni",2014-05-28 02:54:40,FALSE,NA,"471484672321388544","400636503","web","Sureshs0435",0,FALSE,FALSE,NA,NA
"614","RT @iam_str: #kochadaiyaan was rocking... loved the film :) #thalaivar #immortalised thanks to @soundaryaarajni ... proud and happy for u :)",FALSE,0,NA,2014-05-28 02:53:42,FALSE,NA,"471484430406537216",NA,"web","BaluMahe",163,TRUE,FALSE,NA,NA
"615","RT @iam_str: Compared to Hollywood obviously the graphics can't match but hatts off to @soundaryaarajni for making this possible..can fores…",FALSE,0,NA,2014-05-28 02:53:33,FALSE,NA,"471484393345667073",NA,"web","BaluMahe",131,TRUE,FALSE,NA,NA
"616","Especially this word got touched..@soundaryaarajni http://t.co/Um7MLNTzED",FALSE,2,NA,2014-05-28 02:51:40,FALSE,NA,"471483918231683073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dasarath_t",0,FALSE,FALSE,"77.61809647","13.00695463"
"617","Especially this work ... Got touched.....@soundaryaarajni http://t.co/2f0Wkm9KQV",FALSE,0,NA,2014-05-28 02:50:20,FALSE,NA,"471483581462622208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dasarath_t",0,FALSE,FALSE,"77.6180934","13.00695069"
"618","RT @RealSanjayK: Very true!! @Kochadaiiyaan @soundaryaarajni @superstarRajini @RajiniFC #MyCreation :) http://t.co/bzOE8xJnOd",FALSE,0,NA,2014-05-28 02:48:58,FALSE,NA,"471483238070763521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",7,TRUE,FALSE,NA,NA
"619","RT @ImKavinVenkat: Kochadaiyaan making a new history in Tamil cinema..mega hit movie..thalaivar acting was awesome..kochadaiyan always rock…",FALSE,0,NA,2014-05-28 02:47:31,FALSE,NA,"471482873539600384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",10,TRUE,FALSE,NA,NA
"620","RT @superstarrajini: My best wishes to my daughter @soundaryaarajni and the entire #Kochadaiiyaan team. I am sure you all will enjoy the mo…",FALSE,0,NA,2014-05-28 02:46:42,FALSE,NA,"471482667842555904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sastindxa",2367,TRUE,FALSE,NA,NA
"621","RT @ImKavinVenkat: @soundaryaarajni mass movie....hats off mam...we are always waiting for kochadaiyaan 2...",FALSE,0,NA,2014-05-28 02:45:13,FALSE,NA,"471482295090569216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",1,TRUE,FALSE,NA,NA
"622","RT @ImKavinVenkat: Kochadaiyaan making a new history in Tamil cinema..mega hit movie..thalaivar acting was awesome..kochadaiyan always rock…",FALSE,0,NA,2014-05-28 02:45:05,FALSE,NA,"471482261628395520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",10,TRUE,FALSE,NA,NA
"623","RT @ImKavinVenkat: Thalaivar thandavam was highlight of the movie.... @soundaryaarajni @superstarrajini http://t.co/1cqSO7m8kS",FALSE,0,NA,2014-05-28 02:44:49,FALSE,NA,"471482194649571328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",13,TRUE,FALSE,NA,NA
"624","RT @senthilbalajis: @soundaryaarajni Feel the #Rajini Mania Fantastic Review For #Kochadaiiyaan http://t.co/57kmz8CtYp",FALSE,0,NA,2014-05-28 02:43:59,FALSE,NA,"471481985378967552",NA,"web","DayalSaxena",22,TRUE,FALSE,NA,NA
"625","Return of SENAA @soundaryaarajni @superstarrajini @Kochadaiiyaan @Banned_tweeter @KarthikVNR http://t.co/m5OxgxbsoF",FALSE,6,NA,2014-05-28 02:43:16,FALSE,NA,"471481804394741760",NA,"web","prabuji",4,FALSE,FALSE,NA,NA
"626","RT @RealSanjayK: Very true!! @Kochadaiiyaan @soundaryaarajni @superstarRajini @RajiniFC #MyCreation :) http://t.co/bzOE8xJnOd",FALSE,0,NA,2014-05-28 02:43:06,FALSE,NA,"471481763965841408",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","c_palaniramjana",7,TRUE,FALSE,NA,NA
"627","பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @soundaryaarajni @superstarrajini http://t.co/bxvukuYPBb",FALSE,2,NA,2014-05-28 02:41:55,FALSE,NA,"471481463074869248",NA,"web","prabuji",3,FALSE,FALSE,NA,NA
"628","RT @vijipoy: @RajiniFC @soundaryaarajni @Kochadaiiyaan @ssrkfans @rajinifans pollachi theatre flexes http://t.co/gLNrBghL1y",FALSE,0,NA,2014-05-28 02:41:52,FALSE,NA,"471481450114473984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",2,TRUE,FALSE,NA,NA
"629","பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @soundaryaarajni @superstarrajini http://t.co/59WPuxlAFZ",FALSE,0,NA,2014-05-28 02:41:35,FALSE,NA,"471481380057006080",NA,"web","prabuji",0,FALSE,FALSE,NA,NA
"630","RT @RealSanjayK: Very true!! @Kochadaiiyaan @soundaryaarajni @superstarRajini @RajiniFC #MyCreation :) http://t.co/bzOE8xJnOd",FALSE,0,NA,2014-05-28 02:41:29,FALSE,NA,"471481357424545792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",7,TRUE,FALSE,NA,NA
"631","RT @RealSanjayK: Very true!! @Kochadaiiyaan @soundaryaarajni @superstarRajini @RajiniFC #MyCreation :) http://t.co/bzOE8xJnOd",FALSE,0,NA,2014-05-28 02:41:21,FALSE,NA,"471481320133394432",NA,"web","RajiniFC",7,TRUE,FALSE,NA,NA
"632","@soundaryaarajni IF UR HUMAN DONT BUY KOCHADAIYAAN IN CDS DVDS... ITS OUR INDIA AND OUR PRODUCTS. IF NOT INTERESTED DONT SEE.  DON'T SPOIL",FALSE,0,"soundaryaarajni",2014-05-28 02:41:14,FALSE,NA,"471481292161163265","400636503","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","joe_windowsfone",0,FALSE,FALSE,NA,NA
"633","RT @vijipoy: @RajiniFC @soundaryaarajni @Kochadaiiyaan @ssrkfans @rajinifans pollachi theatre flexes http://t.co/gLNrBghL1y",FALSE,0,NA,2014-05-28 02:41:02,FALSE,NA,"471481241976336384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",2,TRUE,FALSE,NA,NA
"634","RT @vijipoy: @soundaryaarajni fabulous movie.powerful dialogues.watched both versions 2D&amp; 3D.Fantastic.Eagerly awaiting for the sequel.Thal…",FALSE,0,NA,2014-05-28 02:40:57,FALSE,NA,"471481222225354753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",2,TRUE,FALSE,NA,NA
"635","@soundaryaarajni do something to piracy. Walked into a store and asked what film he has first comes kochadaiyaan. god. Who has heart to buy",FALSE,0,"soundaryaarajni",2014-05-28 02:39:52,FALSE,NA,"471480950660927489","400636503","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","joe_windowsfone",0,FALSE,FALSE,NA,NA
"636","@soundaryaarajni what about a film rajini sir bringing all tamil slaves to tn from srilanka? In animation its possible. Will anyone ques?",FALSE,0,"soundaryaarajni",2014-05-28 02:38:16,FALSE,NA,"471480545000435713","400636503","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","joe_windowsfone",0,FALSE,FALSE,NA,NA
"637","@soundaryaarajni : thanks for the wonder full movie .great work.keep going and we are expecting part 2..thalaivaa -awesomee",FALSE,0,"soundaryaarajni",2014-05-28 02:37:41,FALSE,NA,"471480401223901184","400636503","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","pratap7mg",0,FALSE,FALSE,NA,NA
"638","Again #Kochadaiiyaan for the 4th time today, finally in 3D. @soundaryaarajni @superstarrajini @Banned_tweeter @Kochadaiiyaan",FALSE,0,NA,2014-05-28 02:37:22,FALSE,NA,"471480321318203392",NA,"web","prabuji",0,FALSE,FALSE,NA,NA
"639","No doubt this is a giant leap for indian cinema and hope @soundaryaarajni will take it to another level with the sequel. #Kochadaiiyaan",FALSE,1,NA,2014-05-28 02:37:11,FALSE,NA,"471480275357421568",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TotsOfNavin",0,FALSE,FALSE,"-89.49358605","43.00522586"
"640","RT @ash_rajini: @soundaryaarajni u r nt a lady J.camron of india u r d 1st Soundarya who mk it psibl in India :* kudos 2 u @kochadaiiyaan",FALSE,0,NA,2014-05-28 02:36:39,FALSE,NA,"471480137909665793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",2,TRUE,FALSE,NA,NA
"641","RT @selvbloom: #google also says #kochadayaan movie amazing @superstarrajini   Thalaiva!! google kuda unnoda fan @soundaryaarajni http://t.…",FALSE,0,NA,2014-05-28 02:33:41,FALSE,NA,"471479394448723970",NA,"web","DayalSaxena",21,TRUE,FALSE,NA,NA
"642","@soundaryaarajni hi how r u",FALSE,0,"soundaryaarajni",2014-05-28 02:33:14,FALSE,NA,"471479279440515072","400636503","web","sivada7",0,FALSE,FALSE,NA,NA
"643","@iam_str @arrahman @soundaryaarajni @RIAZtheboss http://t.co/YTxO4CfXQ7",FALSE,0,"iam_str",2014-05-28 02:31:00,FALSE,NA,"471478716304871424","449846050","web","behind_frames",0,FALSE,FALSE,NA,NA
"644","@iam_str @soundaryaarajni @arrahman @RIAZtheboss http://t.co/fjBUtq5zi6",FALSE,0,"iam_str",2014-05-28 02:29:55,FALSE,NA,"471478444341993472","449846050","web","Saravanaspb",0,FALSE,FALSE,NA,NA
"645","@arrahman @soundaryaarajni , te pain u come across ur projects turn out ,complex to simple with ur wy of approach,excellent music 1ce again",FALSE,0,"arrahman",2014-05-28 02:28:32,FALSE,"471031280478334976","471478098106400768","19895282","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","naveenkajagmail",0,FALSE,FALSE,NA,NA
"646","@soundaryaarajni u r nt a lady J.camron of india u r d 1st Soundarya who mk it psibl in India :* kudos 2 u @kochadaiiyaan",FALSE,2,"soundaryaarajni",2014-05-28 02:23:36,FALSE,NA,"471476855544242178","400636503","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","ash_rajini",2,FALSE,FALSE,NA,NA
"647","@soundaryaarajni watched kochadayan two times in theatre.Superb {story, songs, dance} in motion capture.Going with family again 2 days later",FALSE,1,"soundaryaarajni",2014-05-28 02:20:43,FALSE,NA,"471476131213111297","400636503","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","jeesiva",0,FALSE,FALSE,NA,NA
"648","@Kochadaiiyaan today ad Blockbuster @soundaryaarajni @superstarrajini @RIAZtheboss @AadhiOfficial @realsarathkumar http://t.co/PRgQA0dm9F""",FALSE,1,"Kochadaiiyaan",2014-05-28 02:20:04,FALSE,NA,"471475967471271938","1369354273","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TelevisionVijay",0,FALSE,FALSE,NA,NA
"649","RT @iam_str: Compared to Hollywood obviously the graphics can't match but hatts off to @soundaryaarajni for making this possible..can fores…",FALSE,0,NA,2014-05-28 02:17:33,FALSE,NA,"471475332583682048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamDaneshh",131,TRUE,FALSE,NA,NA
"650","RT @iam_str: #kochadaiyaan was rocking... loved the film :) #thalaivar #immortalised thanks to @soundaryaarajni ... proud and happy for u :)",FALSE,0,NA,2014-05-28 02:17:30,FALSE,NA,"471475319283515393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamDaneshh",163,TRUE,FALSE,NA,NA
"651","RT @soundaryafan: Exclusive!!! Our director @soundaryaarajni speaks in @Kochadaiiyaan Sirappu Naerkanal Jaya TV | Part 07 http://t.co/aG75C…",FALSE,0,NA,2014-05-28 02:17:23,FALSE,NA,"471475292263837696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamDaneshh",11,TRUE,FALSE,NA,NA
"652","RT @soundaryafan: Exclusive!!! Our director @soundaryaarajni in @Kochadaiyaan Sirappu Naerkanal Jaya TV | Part 06 http://t.co/JvlPhlB2Tr",FALSE,0,NA,2014-05-28 02:17:23,FALSE,NA,"471475290632249344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamDaneshh",9,TRUE,FALSE,NA,NA
"653","RT @KollyBuzz: #KamalHaasan watching #Kochadaiiyaan. @soundaryaarajni @Kochadaiiyaan http://t.co/MOR9nz7Pfn",FALSE,0,NA,2014-05-28 02:16:43,FALSE,NA,"471475124655226880",NA,"web","DayalSaxena",89,TRUE,FALSE,NA,NA
"654","@soundaryaarajni  1893+ gives 8.5 reasult of hardwork mam http://t.co/ASgIhllgwX",FALSE,0,"soundaryaarajni",2014-05-28 02:14:46,FALSE,NA,"471474633632280577","400636503","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aadharsh6",0,FALSE,FALSE,NA,NA
"655","RT @ShastanKurup: Kochadaiyaan was magnificent!!! Felt the goosebumps while watching my thalaivar on screen! Hats off to @soundaryaarajni  …",FALSE,0,NA,2014-05-28 02:14:17,FALSE,NA,"471474511280234497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",1,TRUE,FALSE,NA,NA
"656","RT @Suresh11Sh: @daptiba @soundaryaarajni @superstarrajini     adhe raththam apadidhan erukum. For u @soundaryaarajni  madam",FALSE,0,NA,2014-05-28 02:10:49,FALSE,NA,"471473639359922176",NA,"web","thalagoodboy",3,TRUE,FALSE,NA,NA
"657","Koodos to @soundaryaarajni for kick-starting the motion capture films of Kollywood! This truely was a different experience! :D",FALSE,1,NA,2014-05-28 02:03:15,FALSE,NA,"471471735686963200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","janselvan",0,FALSE,FALSE,NA,NA
"658","@soundaryaarajni I have not seen such a different Characterization for @superstarrajini . A Cunning character with controlled emotions.Sema.",FALSE,0,"soundaryaarajni",2014-05-28 01:57:39,FALSE,NA,"471470326275010560","400636503","web","mvb_vikram",0,FALSE,FALSE,NA,NA
"659","RT @Enthiran8: @soundaryaarajni ..Akka..Iam from Jaffna.Srilanka...Movie is superb.specially Kochadaiiyan Character is the best part.good s…",FALSE,0,NA,2014-05-28 01:47:07,FALSE,NA,"471467671964233728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",2,TRUE,FALSE,NA,NA
"660","RT @saysatheesh: Now @soundaryaarajni shows the way. Ponniyin Selvan, Sivagamiyin Sabatham, Kadalpura all are possible with this technology…",FALSE,0,NA,2014-05-28 01:46:57,FALSE,NA,"471467632743292928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",4,TRUE,FALSE,NA,NA
"661","RT @Harikumardx: @soundaryaarajni  The MASS entry of our #SUPERSTAR... Really awesome.. #Congratulations... Everyone should watch in #theat…",FALSE,0,NA,2014-05-28 01:46:49,FALSE,NA,"471467598979145729",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",2,TRUE,FALSE,NA,NA
"662","RT @Harry_hareesh: @soundaryaarajni Watched Kochaidaiyaan 2day . Superb Movie. Rajini Mania hits the world in a different Avatar. Expecting…",FALSE,0,NA,2014-05-28 01:46:43,FALSE,NA,"471467573301608448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",2,TRUE,FALSE,NA,NA
"663","RT @selvbloom: #google also says #kochadayaan movie amazing @superstarrajini   Thalaiva!! google kuda unnoda fan @soundaryaarajni http://t.…",FALSE,0,NA,2014-05-28 01:46:37,FALSE,NA,"471467549045948416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",21,TRUE,FALSE,NA,NA
"664","RT @KollywudCinema: @Kochadaiiyaan today ad Blockbuster @soundaryaarajni @superstarrajini @RIAZtheboss @AadhiOfficial @realsarathkumar http…",FALSE,0,NA,2014-05-28 01:36:21,FALSE,NA,"471464965765746688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saradhanush",1,TRUE,FALSE,NA,NA
"665","@soundaryaarajni 
What a classic output in a very small budget!!!
Now Indians can make 1000 Avatars!!!!!! Anyway money matters?????",FALSE,0,"soundaryaarajni",2014-05-28 01:33:31,FALSE,NA,"471464252784803841","400636503","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kuberlee",0,FALSE,FALSE,NA,NA
"666","@soundaryaarajni One of the best 3D experience in my life!!!! What a work !!!! Hats off Soundarya !!!!!",FALSE,1,"soundaryaarajni",2014-05-28 01:32:55,FALSE,NA,"471464101005496320","400636503","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kuberlee",0,FALSE,FALSE,NA,NA
"667","@Kochadaiiyaan 
@superstarrajini @deepikapadukone #Nassar #Aadhi @arrahman @ErosNow @soundaryaarajni http://t.co/0bQpf0O3zu",FALSE,1,"Kochadaiiyaan",2014-05-28 01:25:07,FALSE,NA,"471462135235506176","1369354273","web","CineKoffee",0,FALSE,FALSE,NA,NA
