"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"45","@IPL #MI may have Sachin bt v have #Rajini who still works bt Sachin has retired #KOCHADAIIYAAN #thelegend",FALSE,0,"IPL",2014-05-28 17:25:28,FALSE,"471701946819436544","471703818267144193","15639696","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","MonLourd",0,FALSE,FALSE,NA,NA
"46","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:46:09,FALSE,NA,"471724123660365824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RKayR",81,TRUE,FALSE,NA,NA
"47","@LaurenJIrwin have you watched #kochadaiiyaan mam...",FALSE,0,"LaurenJIrwin",2014-05-28 17:25:05,FALSE,NA,"471703722033041409","29926561","web","divaakar9705",0,FALSE,FALSE,NA,NA
"48","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:45:52,FALSE,NA,"471724049287348224",NA,"web","arysto2tell",81,TRUE,FALSE,NA,NA
"49","RT @superstarrajini: My best wishes to the cast and technical crew, producers, distributors and exhibitors of #Kochadaiiyaan",FALSE,0,NA,2014-05-28 17:24:47,FALSE,NA,"471703645692514304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bala00088",1977,TRUE,FALSE,NA,NA
"50","@WeAreChennai @superstarrajini #mi are not supposed to be in #playoff , as their worst performance in #uae 0-5 Big fixing team ever #ambani",FALSE,0,"WeAreChennai",2014-05-28 18:45:32,FALSE,"471719222066696192","471723967900688384","1478178996","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SahinVaaz",0,FALSE,FALSE,NA,NA
"51","Watched #Kochadaiiyaan ! an empty theater was a serious warning! even @superstarrajini / @arrahman / k.s.ravikumar couldn't save its ass...",FALSE,0,NA,2014-05-28 17:21:23,FALSE,NA,"471702790629101568",NA,"web","geeprivi",0,FALSE,FALSE,NA,NA
"52","RT @manish_sony: @AaryaOm @smritiirani @jpsin1 @swabhimani1 @superstarrajini @RajatSharmaLive @sudhirchaudhary @sumer1982 @PMOIndia http://…",FALSE,0,NA,2014-05-28 18:44:52,FALSE,NA,"471723800401154048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shivangi316",9,TRUE,FALSE,NA,NA
"53","First review :D #Kochadaiiyaan @ClapsNSlaps http://t.co/nbUCnlzoQP",FALSE,1,NA,2014-05-28 17:18:29,FALSE,NA,"471702060589531136",NA,"web","sweetnosh",0,FALSE,FALSE,NA,NA
"54","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:44:23,FALSE,NA,"471723678963490817",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ghani4love",81,TRUE,FALSE,NA,NA
"55","@ash_r_dhanush how many times u watched #kochadaiiyaan",FALSE,0,"ash_r_dhanush",2014-05-28 17:17:20,FALSE,"471699145598595072","471701768305270784","347257032","web","nmks0",0,FALSE,FALSE,NA,NA
"56","@rameshlaus @superstarrajini poda andavene nama pkkam irukan",FALSE,0,"rameshlaus",2014-05-28 18:44:08,FALSE,"471709732177076224","471723612957708289","102268884","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bharani1826",0,FALSE,FALSE,NA,NA
"57","RT @Kornerseat: Opening weekend collection of #Kochadaiiyaan is more than total #Jilla &amp; #Veeram collection at USA Box Office. #Rajnikanth …",FALSE,0,NA,2014-05-28 17:16:10,FALSE,NA,"471701475886776320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MRajamanoj",14,TRUE,FALSE,NA,NA
"58","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:43:58,FALSE,NA,"471723570351992832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jafa4ulv",81,TRUE,FALSE,NA,NA
"59","@soundaryaarajni #Kochadaiiyaan running successfully in London. Standing ovation at the end of the movie. Take a bow",FALSE,0,"soundaryaarajni",2014-05-28 17:12:15,FALSE,NA,"471700489416220672","400636503","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sayshaa3",0,FALSE,FALSE,"0.09801788","51.48623581"
"60","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:43:48,FALSE,NA,"471723531537895424",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","winsiva1994",81,TRUE,FALSE,NA,NA
"61","@soundaryaarajni expressing feelings through symbols :)
#Kochadaiiyaan ������ ������ ������ ������ ������ ������ ������ ������ ������",FALSE,0,"soundaryaarajni",2014-05-28 17:11:22,FALSE,NA,"471700268300500993","400636503","web","directSHAHAN",0,FALSE,FALSE,NA,NA
"62","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:43:30,FALSE,NA,"471723455985876992",NA,"web","tamilan201093",81,TRUE,FALSE,NA,NA
"63","@ash_r_dhanush what about #Kochadaiiyaan ?? :D",FALSE,3,"ash_r_dhanush",2014-05-28 17:09:01,FALSE,"471699145598595072","471699677029888001","347257032","web","RajiniFC",0,FALSE,FALSE,NA,NA
"64","RT @rameshlaus: #Sani started for #MI when they unnecessarily tried to make fun of @superstarrajini http://t.co/O6as1D5NFe",FALSE,0,NA,2014-05-28 18:43:25,FALSE,NA,"471723433802203136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sany_here",49,TRUE,FALSE,NA,NA
"65","RT @SandiyarKaran: காற்று வாங்க போனுமா??? கோச்சடையான் #kochadaiiyaan ஓடும் தியேட்டர் பக்கம் போங்க....",FALSE,0,NA,2014-05-28 17:08:36,FALSE,NA,"471699572192854017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","doll_fb",2,TRUE,FALSE,NA,NA
"66","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:43:09,FALSE,NA,"471723368555618304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","pandiyarajk",81,TRUE,FALSE,NA,NA
"67","RT @SandiyarKaran: காற்று வாங்க போனுமா??? கோச்சடையான் #kochadaiiyaan ஓடும் தியேட்டர் பக்கம் போங்க....",FALSE,0,NA,2014-05-28 17:06:48,FALSE,NA,"471699118717276160",NA,"web","Kamaladdict7",2,TRUE,FALSE,NA,NA
"68","""@sudhanks: Twitter ஆரம்பிக்கும் முன்னாடியே ""கீச்சிடுவேன்""னு சொன்னவரு டா தலைவர்!! #Rajnikanth"" cc @superstarrajini",FALSE,1,NA,2014-05-28 18:43:04,FALSE,NA,"471723347529568256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dissvki",1,FALSE,FALSE,NA,NA
"69","RT @superstarrajini: My best wishes to the cast and technical crew, producers, distributors and exhibitors of #Kochadaiiyaan",FALSE,0,NA,2014-05-28 17:05:49,FALSE,NA,"471698871182061568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","K1984Rajan",1977,TRUE,FALSE,NA,NA
"70","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:42:58,FALSE,NA,"471723319272554496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mehulrao333",81,TRUE,FALSE,NA,NA
"71","@superstarrajini #Lingaa Movie website http://t.co/zVXAFHg75M #Kochadaiiyaan  #rajinikanth",FALSE,0,"superstarrajini",2014-05-28 17:03:29,FALSE,NA,"471698284470235136","1176135546","web","RajiniEFans",0,FALSE,FALSE,NA,NA
"72","@wearechennai @superstarrajini Dont under estimate d power of common man",FALSE,0,"WeAreChennai",2014-05-28 18:42:54,FALSE,"471719222066696192","471723302827094016","1478178996","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","prakash_vjk",0,FALSE,FALSE,NA,NA
"73","RT @BOCindia: #Kochadaiiyaan 6th Day Collection- Sixth Day (Tuesday) Box Office Report http://t.co/qKXBxz2Flg",FALSE,0,NA,2014-05-28 16:58:37,FALSE,NA,"471697060321067008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","RoyalPunjabi2",1,TRUE,FALSE,NA,NA
"74","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:42:49,FALSE,NA,"471723281935241218",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Suresh_ame",81,TRUE,FALSE,NA,NA
"75","#Kochadaiiyaan 6th Day Collection- Sixth Day (Tuesday) Box Office Report http://t.co/qKXBxz2Flg",FALSE,0,NA,2014-05-28 16:57:46,FALSE,NA,"471696846574731264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BOCindia",1,FALSE,FALSE,NA,NA
"76","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:42:38,FALSE,NA,"471723235092877313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Urjo_07",81,TRUE,FALSE,NA,NA
"77","RT @Kornerseat: Opening weekend collection of #Kochadaiiyaan is more than total #Jilla &amp; #Veeram collection at USA Box Office. #Rajnikanth …",FALSE,0,NA,2014-05-28 16:53:07,FALSE,NA,"471695676812693504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","issime_miyake",14,TRUE,FALSE,NA,NA
"78","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:42:00,FALSE,NA,"471723077114408960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chnvaasi",81,TRUE,FALSE,NA,NA
"79","RT @FabFlickz: #Kochadaiiyaan with just its opening collections have crossed the total collections of all #Vijay &amp; #Ajith films @ Australia…",FALSE,0,NA,2014-05-28 16:52:45,FALSE,NA,"471695584827412481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","issime_miyake",15,TRUE,FALSE,NA,NA
"80","RT @Messilionel1987: @akv_10 @superstarrajini well said bro...that banner was as rubbish as congress govt.",FALSE,0,NA,2014-05-28 18:41:46,FALSE,NA,"471723020403236864",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","akv_10",1,TRUE,FALSE,NA,NA
"81","RT @TOIEntertain: #Kochadaiiyaan was #ARRahman's toughest film. Here's why..http://t.co/ELmhmK1SO5 http://t.co/k13WpfMEQi",FALSE,0,NA,2014-05-28 16:52:04,FALSE,NA,"471695410080137216",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Sanghatinag",6,TRUE,FALSE,NA,NA
"82","RT @WeAreChennai: We kept calm through out the innings and @superstarrajini saved us.  #SuperCmntry #WhistlePodu #CSKvsMI http://t.co/RWFMJ…",FALSE,0,NA,2014-05-28 18:41:26,FALSE,NA,"471722933874737153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azarcrzy",81,TRUE,FALSE,NA,NA
