"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"949","Absolutely! No one can ever touch Thalaivar :) @RajiniFC @Kochadaiiyaan @soundaryaarajni @superstarRajini #MyCreation http://t.co/K2nUswX6LI",FALSE,2,NA,2014-05-28 03:25:40,FALSE,NA,"471492475773648896",NA,"<a href=""http://www.twitefon.com"" rel=""nofollow"">Twitefon</a>","RealSanjayK",0,FALSE,FALSE,NA,NA
"950","RT @cinemafactsouth: #Lingaa @superstarrajini on sets http://t.co/70hyde3vHK",FALSE,0,NA,2014-05-28 03:24:43,FALSE,NA,"471492235524317184",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","hpprasad159",2,TRUE,FALSE,NA,NA
"951","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 03:24:34,FALSE,NA,"471492196198125569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","issime_miyake",134,TRUE,FALSE,NA,NA
"952","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 03:24:13,FALSE,NA,"471492108428128256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","naveenrko19",134,TRUE,FALSE,NA,NA
"953","RT @cinemafactsouth: #Lingaa @superstarrajini on sets http://t.co/70hyde3vHK",FALSE,0,NA,2014-05-28 03:22:38,FALSE,NA,"471491710913368064",NA,"web","naveen_AKfan",2,TRUE,FALSE,NA,NA
"954","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 03:22:11,FALSE,NA,"471491599050883073",NA,"web","sakthivelanjana",134,TRUE,FALSE,NA,NA
"955","RT @RajiniFC: #Superstar #Rajinikanth (@superstarrajini) with Actress Lauren J Irwin (@LaurenJIrwin) on the spots of #Lingaa !! http://t.co…",FALSE,0,NA,2014-05-28 03:22:07,FALSE,NA,"471491581845848064",NA,"<a href=""http://www.twitefon.com"" rel=""nofollow"">Twitefon</a>","RealSanjayK",9,TRUE,FALSE,NA,NA
"956","#Lingaa @superstarrajini on sets http://t.co/70hyde3vHK",FALSE,1,NA,2014-05-28 03:21:34,FALSE,NA,"471491442498469888",NA,"web","cinemafactsouth",2,FALSE,FALSE,NA,NA
"957","RT @rameshlaus: #British/#Hollywood Actress @LaurenJIrwin has done a role in #Lingaa - Pix with @superstarrajini &amp; Dir #KSRavikumar! http:/…",FALSE,0,NA,2014-05-28 03:21:29,FALSE,NA,"471491420079939585",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","k3shavr4j",62,TRUE,FALSE,NA,NA
"958","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 03:19:44,FALSE,NA,"471490979799629824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gbsalbert",134,TRUE,FALSE,NA,NA
"959","RT @selvbloom: #google also says #kochadayaan movie amazing @superstarrajini   Thalaiva!! google kuda unnoda fan @soundaryaarajni http://t.…",FALSE,0,NA,2014-05-28 03:19:43,FALSE,NA,"471490977249521664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i_am_karthikk",21,TRUE,FALSE,NA,NA
"960","RT @elkay14: big #breaking news #kochadaiiyaan tamil version brks all previous recordsin #mumbai #kolkatta, and rest of n.india ,congrat @s…",FALSE,0,NA,2014-05-28 03:19:41,FALSE,NA,"471490967522914304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","issime_miyake",3,TRUE,FALSE,NA,NA
"961","RT @RajiniFC: #Superstar #Rajinikanth (@superstarrajini) with Actress Lauren J Irwin (@LaurenJIrwin) on the spots of #Lingaa !! http://t.co…",FALSE,0,NA,2014-05-28 03:19:39,FALSE,NA,"471490962170982400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","issime_miyake",9,TRUE,FALSE,NA,NA
"962","RT @RajiniFC: #Superstar #Rajinikanth (@superstarrajini) with Actress Lauren J Irwin (@LaurenJIrwin) on the spots of #Lingaa !! http://t.co…",FALSE,0,NA,2014-05-28 03:19:35,FALSE,NA,"471490942126403584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",9,TRUE,FALSE,NA,NA
"963","@superstarrajini hi",FALSE,0,"superstarrajini",2014-05-28 03:17:37,FALSE,NA,"471490449585086464","1176135546","web","praveenpailoor",0,FALSE,FALSE,NA,NA
"964","RT @selvbloom: #google also says #kochadayaan movie amazing @superstarrajini   Thalaiva!! google kuda unnoda fan @soundaryaarajni http://t.…",FALSE,0,NA,2014-05-28 03:16:07,FALSE,NA,"471490071640551424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItsMeKuben",21,TRUE,FALSE,NA,NA
"965","RT @srikutty45: Lauren J Irwin who has acted in plays in London’s West End debuts with @superstarrajini  in #Lingaa http://t.co/RzuiLycbh6",FALSE,0,NA,2014-05-28 03:15:45,FALSE,NA,"471489980540678144",NA,"web","naveen_AKfan",6,TRUE,FALSE,NA,NA
"966","@superstarrajini sir kochadayan film really superb....",FALSE,0,"superstarrajini",2014-05-28 03:14:17,FALSE,"469666704922902528","471489610963374081","1176135546","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kamalvlr007",0,FALSE,FALSE,NA,NA
"967","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 03:14:16,FALSE,NA,"471489603627913217",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","timeforMI11",134,TRUE,FALSE,NA,NA
"968","@LaurenJIrwin very nice to hear about to act with @superstarrajini....welcome to indian cinema :)",FALSE,0,"LaurenJIrwin",2014-05-28 03:13:44,FALSE,NA,"471489470764560384","29926561","web","mountveera",0,FALSE,FALSE,NA,NA
"969","RT @Kollywoodtimes: May-22 | Will #Kochadaiiyaan Change Indian Cinema Forever? @soundaryaarajni @superstarrajini | Source : DC http://t.co/…",FALSE,0,NA,2014-05-28 03:13:34,FALSE,NA,"471489429236772864",NA,"web","k07k12",15,TRUE,FALSE,NA,NA
"970","RT @Kadavul_Rajni: ரஜினிக்கு ரஜினி தான் போட்டி.
யாரும்...கிட்ட கூட வர முடியாது.
@soundaryaarajni @superstarrajini @RIAZtheboss @arrahman ht…",FALSE,0,NA,2014-05-28 03:12:56,FALSE,NA,"471489271895830528",NA,"web","sakthivelanjana",8,TRUE,FALSE,NA,NA
"971","#Superstar #Rajinikanth (@superstarrajini) with Actress Lauren J Irwin (@LaurenJIrwin) on the spots of #Lingaa !! http://t.co/Ran3Pkiio8",FALSE,13,NA,2014-05-28 03:12:55,FALSE,NA,"471489267546746880",NA,"web","RajiniFC",9,FALSE,FALSE,NA,NA
"972","RT @selvbloom: #google also says #kochadayaan movie amazing @superstarrajini   Thalaiva!! google kuda unnoda fan @soundaryaarajni http://t.…",FALSE,0,NA,2014-05-28 03:12:52,FALSE,NA,"471489251352145920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","capalanikumar",21,TRUE,FALSE,NA,NA
"973","big #breaking news #kochadaiiyaan tamil version brks all previous recordsin #mumbai #kolkatta, and rest of n.india ,congrat @superstarrajini",FALSE,4,NA,2014-05-28 03:12:33,FALSE,NA,"471489174701236224",NA,"web","elkay14",3,FALSE,FALSE,NA,NA
"974","RT @srikutty45: Lauren J Irwin who has acted in plays in London’s West End debuts with @superstarrajini  in #Lingaa http://t.co/RzuiLycbh6",FALSE,0,NA,2014-05-28 03:10:40,FALSE,NA,"471488701176893440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",6,TRUE,FALSE,NA,NA
"975","RT @srikutty45: Lauren J Irwin who has acted in plays in London’s West End debuts with @superstarrajini  in #Lingaa http://t.co/RzuiLycbh6",FALSE,0,NA,2014-05-28 03:10:27,FALSE,NA,"471488646701268992",NA,"web","rameshlaus",6,TRUE,FALSE,NA,NA
"976","@Actor_Vivek @superstarrajini @ramyavj @dhanushkraja @ash_r_dhanush best try ever in Indian cinemas. ..",FALSE,0,"Actor_Vivek",2014-05-28 03:07:51,FALSE,"471442317660782593","471487992712814593","1402944379","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manirs084",0,FALSE,FALSE,NA,NA
"977","RT @imMathan18: @imMathan18 with my frds in @Kochadaiiyaan @superstarrajini @ThePokkiriRaja http://t.co/fvFt7kq8jC",FALSE,0,NA,2014-05-28 03:07:33,FALSE,NA,"471487914166456321",NA,"web","ThePokkiriRaja",1,TRUE,FALSE,NA,NA
"978","@superstarrajini  nallma your health.",FALSE,0,"superstarrajini",2014-05-28 03:07:11,FALSE,"469666704922902528","471487823527161856","1176135546","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kkaruppiah314",0,FALSE,FALSE,NA,NA
"979","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 03:05:54,FALSE,NA,"471487498859077632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Madurai_Dinesh",134,TRUE,FALSE,NA,NA
"980","@superstarrajini rajini sir,we luv d kochadiyan a lot,we watched twice,my 3 yrs old daughter is so fond of u,she luvs enge poghude vannam",FALSE,0,"superstarrajini",2014-05-28 03:05:37,FALSE,NA,"471487427161255936","1176135546","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","99Swapna",0,FALSE,FALSE,NA,NA
"981","@superstarRajini Good morning Thalaivaa!!!",FALSE,0,"superstarrajini",2014-05-28 03:05:37,FALSE,NA,"471487426771161088","1176135546","<a href=""http://www.twitefon.com"" rel=""nofollow"">Twitefon</a>","RealSanjayK",0,FALSE,FALSE,NA,NA
"982","RT @elkay14: request 2 #ksr and #superstar #rajnikant ,plz dub #lingaa hindi version in ur own orginal voice ,ppl recognise ur voice sir @s…",FALSE,0,NA,2014-05-28 03:04:25,FALSE,NA,"471487126068944897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",1,TRUE,FALSE,NA,NA
"983","RT @Kadavul_Rajni: ரஜினிக்கு ரஜினி தான் போட்டி.
யாரும்...கிட்ட கூட வர முடியாது.
@soundaryaarajni @superstarrajini @RIAZtheboss @arrahman ht…",FALSE,0,NA,2014-05-28 03:04:13,FALSE,NA,"471487076014120962",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",8,TRUE,FALSE,NA,NA
"984","RT @RealSanjayK: Very true!! @Kochadaiiyaan @soundaryaarajni @superstarRajini @RajiniFC #MyCreation :) http://t.co/bzOE8xJnOd",FALSE,0,NA,2014-05-28 03:03:27,FALSE,NA,"471486884015640578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jhonahere",7,TRUE,FALSE,NA,NA
"985","#kochadaiiyan amazing movie.. 2nd off super..... @soundaryaarajni @superstarrajini @realsarathkumar",FALSE,1,NA,2014-05-28 03:03:11,FALSE,NA,"471486816105680896",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","Ramanathanjc",0,FALSE,FALSE,NA,NA
"986","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 02:59:27,FALSE,NA,"471485878842298368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katzuss",134,TRUE,FALSE,NA,NA
"987","ரஜினிக்கு ரஜினி தான் போட்டி.
யாரும்...கிட்ட கூட வர முடியாது.
@soundaryaarajni @superstarrajini @RIAZtheboss @arrahman http://t.co/VGszgijfyC",FALSE,8,NA,2014-05-28 02:58:55,FALSE,NA,"471485740640006146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",8,FALSE,FALSE,NA,NA
"988","GooDMrnG Thalaivaaaaaaaa @superstarrajini :-):-)",FALSE,1,NA,2014-05-28 02:58:27,FALSE,NA,"471485626819174400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Candid_HRavi",0,FALSE,FALSE,NA,NA
"989","request 2 #ksr and #superstar #rajnikant ,plz dub #lingaa hindi version in ur own orginal voice ,ppl recognise ur voice sir @superstarrajini",FALSE,3,NA,2014-05-28 02:58:09,FALSE,NA,"471485550839353344",NA,"web","elkay14",1,FALSE,FALSE,NA,NA
"990","RT @realsarathkumar: @kvijay12 @khushsundar @superstarrajini thank you have a wonderful day",FALSE,0,NA,2014-05-28 02:57:32,FALSE,NA,"471485393376784384",NA,"web","kvijay12",1,TRUE,FALSE,NA,NA
"991","@superstarrajini hi...",FALSE,0,"superstarrajini",2014-05-28 02:57:09,FALSE,NA,"471485298460082176","1176135546","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Mai_hu_don",0,FALSE,FALSE,NA,NA
"992","RT @Rjsknn: @superstarrajini BANGALORE NATRAJ THEATRE http://t.co/TyIswx8Jpi",FALSE,0,NA,2014-05-28 02:56:20,FALSE,NA,"471485093249167363",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","balajeesh",1,TRUE,FALSE,NA,NA
"993","@superstarrajini congrats our super star the movie really nice thanks for your daughter",FALSE,0,"superstarrajini",2014-05-28 02:54:27,FALSE,"469666704922902528","471484619670298624","1176135546","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mrmaaran",0,FALSE,FALSE,NA,NA
"994","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 02:53:33,FALSE,NA,"471484393140535297",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","VairamVaisha",134,TRUE,FALSE,NA,NA
"995","RT @rameshlaus: #British/#Hollywood Actress @LaurenJIrwin has done a role in #Lingaa - Pix with @superstarrajini &amp; Dir #KSRavikumar! http:/…",FALSE,0,NA,2014-05-28 02:52:34,FALSE,NA,"471484144946393089",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","vijayd2706",62,TRUE,FALSE,NA,NA
"996","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 02:52:20,FALSE,NA,"471484085072711680",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","p_bharathi",134,TRUE,FALSE,NA,NA
"997","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 02:52:19,FALSE,NA,"471484080903557121",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MKNArunGanesh",134,TRUE,FALSE,NA,NA
"998","Lauren J Irwin who has acted in plays in London’s West End debuts with @superstarrajini  in #Lingaa http://t.co/RzuiLycbh6",FALSE,4,NA,2014-05-28 02:51:35,FALSE,NA,"471483898489081856",NA,"web","srikutty45",6,FALSE,FALSE,NA,NA
"999","@actor_vivek @ash_r_dhanush @dhanushkraja @ramyavj @superstarrajini Nangal Thalaivar Rasikargal alla,Thalaivar Veriyargal,Anna,Thalaivaaaaaa",FALSE,1,"Actor_Vivek",2014-05-28 02:51:04,FALSE,"471442317660782593","471483768503427072","1402944379","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MKNArunGanesh",0,FALSE,FALSE,NA,NA
"1000","RT @Actor_Vivek: பொம்மை படம் என்று சொன்னவர்களை ஆச்சர்யத்தில் ஊமை ஆக்கியது எங்கள் தலைவரின் வெற்றி @superstarrajini  @ramyavj @dhanushkraja @…",FALSE,0,NA,2014-05-28 02:50:58,FALSE,NA,"471483740598702080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","connect_bala",134,TRUE,FALSE,NA,NA
"1001","c2 as tweetd earlier #linga will break all records in d history of #indian cinema #rajnisir looks jst smashin ,#ksr gd lck @superstarrajini",FALSE,1,NA,2014-05-28 02:49:04,FALSE,NA,"471483265593769984",NA,"web","elkay14",2,FALSE,FALSE,NA,NA
"1002","RT @RealSanjayK: Very true!! @Kochadaiiyaan @soundaryaarajni @superstarRajini @RajiniFC #MyCreation :) http://t.co/bzOE8xJnOd",FALSE,0,NA,2014-05-28 02:48:58,FALSE,NA,"471483238070763521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",7,TRUE,FALSE,NA,NA
"1003","ஹாலிவுட்டுக்கு நோ ரஜினிக்கு எஸ்

Read - http://t.co/twtt3I27XJ

#News #Rajini #Lingaa @superstarrajini http://t.co/NGuQj8CKy5",FALSE,0,NA,2014-05-28 02:47:48,FALSE,NA,"471482946361110528",NA,"web","NCwebsite",0,FALSE,FALSE,NA,NA
"1004","RT @superstarrajini: My best wishes to the cast and technical crew, producers, distributors and exhibitors of #Kochadaiiyaan",FALSE,0,NA,2014-05-28 02:46:44,FALSE,NA,"471482675170004992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sastindxa",1977,TRUE,FALSE,NA,NA
"1005","RT @superstarrajini: My best wishes to my daughter @soundaryaarajni and the entire #Kochadaiiyaan team. I am sure you all will enjoy the mo…",FALSE,0,NA,2014-05-28 02:46:42,FALSE,NA,"471482667842555904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sastindxa",2366,TRUE,FALSE,NA,NA
"1006","RT @ImKavinVenkat: Thalaivar thandavam was highlight of the movie.... @soundaryaarajni @superstarrajini http://t.co/1cqSO7m8kS",FALSE,0,NA,2014-05-28 02:44:49,FALSE,NA,"471482194649571328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kadavul_Rajni",13,TRUE,FALSE,NA,NA
"1007","Return of SENAA @soundaryaarajni @superstarrajini @Kochadaiiyaan @Banned_tweeter @KarthikVNR http://t.co/m5OxgxbsoF",FALSE,6,NA,2014-05-28 02:43:16,FALSE,NA,"471481804394741760",NA,"web","prabuji",4,FALSE,FALSE,NA,NA
"1008","RT @RealSanjayK: Very true!! @Kochadaiiyaan @soundaryaarajni @superstarRajini @RajiniFC #MyCreation :) http://t.co/bzOE8xJnOd",FALSE,0,NA,2014-05-28 02:43:06,FALSE,NA,"471481763965841408",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","c_palaniramjana",7,TRUE,FALSE,NA,NA
"1009","RT @elkay14: ace director #ksr says jst watch #superstar #rajni in #lingaa ,full of #masala ,#lingaa shootin goin on in brisk pace @superst…",FALSE,0,NA,2014-05-28 02:42:35,FALSE,NA,"471481632080162816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senthilbalajis",1,TRUE,FALSE,NA,NA
